,Pos,Player,Tm,Age,Yrs,G,GS,Cmp,PsAtt,PsYds,PsTD,PsInt,Att,RshYds,RshTD,Rec,RecYds,RecTD,Solo,Sk,Int,All-pro teams,Year
1294,CB,Johnathan Joseph,HOU,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,1,PFF: 2nd Tm,2015
1295,S,Tyrann Mathieu,ARI,23,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,80.0,1.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1296,S,Eric Berry,KAN,27,5.0,16,15,0,0,0,0,0,0,0,0,0,0,0,55.0,0.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2015
1297,S,Earl Thomas,SEA,26,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,0.0,5,"FW: 1st Tm All-Conf., PFF: 2nd Tm, SN: 1st Tm",2015
1298,S,Harrison Smith,MIN,26,3.0,13,13,0,0,0,0,0,0,0,0,0,0,0,49.0,1.5,2,PFF: 1st Tm,2015
1299,S,Malcolm Jenkins,PHI,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,90.0,0.0,2,PFF: 1st Tm,2015
1300,S,Reggie Nelson,CIN,32,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,0.0,8,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1301,S,Charles Woodson,OAK,39,17.0,16,16,0,0,0,0,0,1,-3,0,0,0,0,59.0,0.0,5,AP: 2nd Tm,2015
1302,P,Johnny Hekker,STL,25,3.0,16,0,1,4,20,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2015
1303,P,Pat McAfee,IND,28,6.0,16,0,0,0,0,0,0,1,18,0,0,0,0,1.0,0.0,0,PFF: 1st Tm,2015
1304,P,Sam Koch,BAL,33,9.0,16,0,1,1,-3,0,0,1,7,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1305,P,Brett Kern,TEN,29,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2015
1306,RET,Darren Sproles,PHI,32,10.0,16,4,0,0,0,0,0,83,317,3,55,388,1,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm, SN: 1st Tm",2015
1307,RET,Jarvis Landry,MIA,23,1.0,16,14,1,1,9,0,0,18,113,1,110,1157,4,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm",2015
1308,RET,Cordarrelle Patterson,MIN,24,2.0,16,1,0,0,0,0,0,2,15,0,2,10,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1309,RET,Tyler Lockett,SEA,23,,16,8,0,0,0,0,0,5,20,0,51,664,6,1.0,0.0,0,"AP: 1st Tm, PFF: 2nd Tm",2015
1310,RET,Taiwan Jones,OAK,27,4.0,12,0,0,0,0,0,0,16,74,0,7,106,1,5.0,0.0,0,FW: 1st Tm All-Conf.,2015
1311,RET,Benny Cunningham,STL,25,2.0,16,1,0,0,0,0,0,37,140,0,26,250,0,3.0,0.0,0,PFF: 2nd Tm,2015
1312,ST,Justin Bethel,ARI,25,3.0,16,5,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,2,"FW: 1st Tm All-Conf., FW: 1st Tm, PFF: 2nd Tm",2015
1313,ST,Michael Thomas,MIA,25,2.0,16,13,0,0,0,0,0,0,0,0,0,0,0,66.0,0.0,0,PFF: 1st Tm,2015
1314,ST,Matthew Slater,NWE,30,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0,FW: 1st Tm All-Conf.,2015
1315,K,Stephen Gostkowski,NWE,31,9.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1316,K,Dan Bailey,DAL,27,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2015
1317,QB,Matt Ryan,ATL,31,8.0,16,16,373,534,4944,38,7,35,117,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2016
1318,QB,Tom Brady,NWE,39,16.0,12,12,291,432,3554,28,2,28,64,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm",2016
1319,RB,Ezekiel Elliott,DAL,21,,15,15,0,0,0,0,0,322,1631,15,32,363,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1320,RB,David Johnson,ARI,25,1.0,16,16,0,0,0,0,0,293,1239,16,80,879,4,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1321,RB,Le'Veon Bell,PIT,24,3.0,12,12,0,1,0,0,0,261,1268,7,75,616,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2016
1322,RB,DeMarco Murray,TEN,28,5.0,16,16,1,2,10,1,0,293,1287,9,53,377,3,0.0,0.0,0,FW: 1st Tm All-Conf.,2016
1323,RB,Jay Ajayi,MIA,23,1.0,15,12,0,0,0,0,0,260,1272,8,27,151,0,0.0,0.0,0,PFF: 2nd Tm,2016
1324,FB,Kyle Juszczyk,BAL,25,3.0,16,7,0,0,0,0,0,5,22,1,37,266,0,3.0,0.0,0,PFF: 1st Tm,2016
1325,FB,James Develin,NWE,28,4.0,16,4,0,0,0,0,0,0,0,0,3,18,0,0.0,0.0,0,PFF: 2nd Tm,2016
1326,WR,Julio Jones,ATL,27,5.0,14,14,0,0,0,0,0,0,0,0,83,1409,6,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1327,WR,Antonio Brown,PIT,28,6.0,15,15,0,0,0,0,0,3,9,0,106,1284,12,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2016
1328,WR,Mike Evans,TAM,23,2.0,16,16,0,0,0,0,0,0,0,0,96,1321,12,0.0,0.0,0,"PFF: 1st Tm, AP: 2nd Tm",2016
1329,WR,Odell Beckham Jr.,NYG,24,2.0,16,16,0,0,0,0,0,1,9,0,101,1367,10,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1330,WR,T.Y. Hilton,IND,27,4.0,16,16,0,0,0,0,0,0,0,0,91,1448,6,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2016
1331,TE,Travis Kelce,KAN,27,3.0,16,15,0,0,0,0,0,1,-5,0,85,1125,4,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1332,TE,Greg Olsen,CAR,31,9.0,16,16,0,0,0,0,0,0,0,0,80,1073,3,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1333,T,David Bakhtiari,GNB,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2016
1334,T,Tyron Smith,DAL,26,5.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2016
1335,T,Trent Williams,WAS,28,6.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm, SN: 1st Tm",2016
1336,T,Joe Thomas,CLE,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2016
1337,T,Donald Penn,OAK,33,9.0,16,16,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0,FW: 1st Tm All-Conf.,2016
1338,G,Kelechi Osemele,OAK,27,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2016
1339,G,Zack Martin,DAL,26,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2016
1340,G,Marshal Yanda,BAL,32,9.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm",2016
1341,G,T.J. Lang,GNB,29,7.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2016
1342,C,Travis Frederick,DAL,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1343,C,Rodney Hudson,OAK,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2016
1344,C,Alex Mack,ATL,31,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2016
1345,G,Kevin Zeitler,CIN,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2016
1346,G,David DeCastro,PIT,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2016
1347,T,Jack Conklin,TEN,22,,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 1st Tm, PFF: 1st Tm",2016
1348,T,Marcus Cannon,NWE,28,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2016
1349,T,Mitchell Schwartz,KAN,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2016
1350,EDGE,Khalil Mack,OAK,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,54.0,11.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1351,EDGE,Jadeveon Clowney,HOU,23,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,40.0,6.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2016
1352,EDGE,Brandon Graham,PHI,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,5.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2016
1353,EDGE,Cliff Avril,SEA,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,20.0,11.5,0,FW: 1st Tm All-Conf.,2016
1354,DT,Aaron Donald,LAR,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,36.0,8.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1355,DT,Damon Harrison,NYG,28,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,55.0,2.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2016
1356,DT,Geno Atkins,CIN,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,21.0,9.0,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2016
1357,DT,Calais Campbell,ARI,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,34.0,8.0,1,"AP: 2nd Tm, PFF: 1st Tm",2016
1358,DT,Ndamukong Suh,MIA,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,5.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1359,DT,Gerald McCoy,TAM,28,6.0,15,15,0,0,0,0,0,0,0,0,0,0,0,26.0,7.0,0,AP: 2nd Tm,2016
1360,EDGE,Von Miller,DEN,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,13.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2016
1361,EDGE,Vic Beasley,ATL,24,1.0,16,12,0,0,0,0,0,0,0,0,0,0,0,32.0,15.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2016
1362,EDGE,Lorenzo Alexander,BUF,33,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,56.0,12.5,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2016
1363,EDGE,Ryan Kerrigan,WAS,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,26.0,11.0,0,FW: 1st Tm All-Conf.,2016
1364,LB,Bobby Wagner,SEA,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,85.0,4.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1365,LB,Dont'a Hightower,NWE,26,4.0,13,13,0,0,0,0,0,0,0,0,0,0,0,31.0,2.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1366,LB,Luke Kuechly,CAR,25,4.0,10,10,0,0,0,0,0,0,0,0,0,0,0,71.0,2.0,1,"AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm",2016
1367,LB,Sean Lee,DAL,30,6.0,15,15,0,0,0,0,0,0,0,0,0,0,0,93.0,0.0,0,"AP: 1st Tm, PFF: 1st Tm",2016
1368,LB,K.J. Wright,SEA,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,72.0,4.0,0,PFF: 2nd Tm,2016
1369,LB,Paul Posluszny,JAX,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,97.0,1.5,1,PFF: 2nd Tm,2016
1370,LB,Zach Brown,BUF,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,97.0,4.0,1,AP: 2nd Tm,2016
1371,LB,Zach Orr,BAL,24,2.0,15,15,0,0,0,0,0,0,0,0,0,0,0,92.0,0.0,3,AP: 2nd Tm,2016
1372,LB,Alec Ogletree,LAR,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,98.0,0.0,2,AP: 2nd Tm,2016
1373,LB,Lavonte David,TAM,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,67.0,5.0,1,AP: 2nd Tm,2016
1374,LB,C.J. Mosley,BAL,24,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,56.0,0.0,4,AP: 2nd Tm,2016
1375,LB,Whitney Mercilus,HOU,26,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,36.0,7.5,0,AP: 2nd Tm,2016
1376,LB,Benardrick McKinney,HOU,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,79.0,5.0,0,AP: 2nd Tm,2016
1377,CB,Aqib Talib,DEN,30,8.0,13,13,0,0,0,0,0,0,0,0,0,0,0,32.0,0.0,3,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1378,CB,Marcus Peters,KAN,23,1.0,15,15,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2016
1379,CB,Malcolm Butler,NWE,26,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,1.0,4,"PFF: 1st Tm, AP: 2nd Tm",2016
1380,CB,Jackrabbit Jenkins,NYG,28,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,44.0,1.0,3,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1381,CB,Patrick Peterson,ARI,26,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,0.0,3,FW: 1st Tm All-Conf.,2016
1382,CB,Casey Hayward,SDG,27,4.0,16,14,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,7,"AP: 2nd Tm, PFF: 2nd Tm",2016
1383,CB,Chris Harris Jr.,DEN,27,5.0,16,15,0,0,0,0,0,0,0,0,0,0,0,57.0,0.0,2,"AP: 1st Tm, PFF: 1st Tm",2016
1384,CB,Dominique Rodgers-Cromartie,NYG,30,8.0,15,9,0,0,0,0,0,0,0,0,0,0,0,41.0,1.0,6,"AP: 2nd Tm, PFF: 2nd Tm",2016
1385,S,Landon Collins,NYG,22,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,100.0,4.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1386,S,Eric Berry,KAN,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2016
1387,S,Eric Weddle,BAL,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,1.0,4,PFF: 1st Tm,2016
1388,S,Devin McCourty,NWE,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,67.0,0.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2016
1389,S,Ha Ha Clinton-Dix,GNB,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,0.5,5,"FW: 1st Tm All-Conf., AP: 2nd Tm",2016
1390,S,Kam Chancellor,SEA,28,6.0,12,12,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,2,PFF: 2nd Tm,2016
1391,P,Johnny Hekker,LAR,26,4.0,16,0,1,2,4,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2016
1392,P,Pat McAfee,IND,29,7.0,16,0,1,1,35,0,0,1,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm, SN: 1st Tm",2016
1393,P,Marquette King,OAK,28,3.0,16,0,0,0,0,0,0,2,27,0,0,0,0,1.0,0.0,0,AP: 2nd Tm,2016
1394,RET,Marcus Sherels,MIN,29,6.0,11,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,FW: 1st Tm All-Conf.,2016
1395,RET,Jamison Crowder,WAS,23,1.0,16,9,0,0,0,0,0,2,-2,0,67,847,7,0.0,0.0,0,PFF: 2nd Tm,2016
1396,RET,Tyreek Hill,KAN,22,,16,1,0,0,0,0,0,24,267,3,61,593,6,4.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1397,RET,Cordarrelle Patterson,MIN,25,3.0,16,8,0,0,0,0,0,7,43,0,52,453,2,4.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2016
1398,RET,Tyler Lockett,SEA,24,1.0,15,9,0,0,0,0,0,6,114,1,41,597,1,0.0,0.0,0,"AP: 2nd Tm, PFF: 1st Tm",2016
1399,RET,Alex Erickson,CIN,24,,16,0,0,0,0,0,0,0,0,0,6,71,0,0.0,0.0,0,PFF: 2nd Tm,2016
1400,ST,Matthew Slater,NWE,31,8.0,13,0,0,0,0,0,0,1,5,0,0,0,0,4.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2016
1401,ST,Eric Murray,KAN,22,,16,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,2016
1402,ST,Dwayne Harris,NYG,29,5.0,16,1,0,0,0,0,0,0,0,0,1,13,1,8.0,0.0,0,FW: 1st Tm All-Conf.,2016
1403,ST,Nate Ebner,NWE,28,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,AP: 2nd Tm,2016
1404,ST,Cody Davis,LAR,27,3.0,15,3,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1,PFF: 2nd Tm,2016
1405,K,Justin Tucker,BAL,27,4.0,16,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2016
1406,K,Matt Bryant,ATL,41,14.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2016
1407,EDGE,Cameron Jordan,NOR,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,40.0,7.5,0,PFF: 2nd Tm,2016
1408,EDGE,Cameron Wake,MIA,34,7.0,16,11,0,0,0,0,0,0,0,0,0,0,0,22.0,11.5,1,AP: 2nd Tm,2016
1409,EDGE,Olivier Vernon,NYG,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,46.0,8.5,0,AP: 2nd Tm,2016
1410,QB,Tom Brady,NWE,40,17.0,16,16,385,581,4577,32,8,25,28,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2017
1411,QB,Carson Wentz,PHI,25,1.0,13,13,265,440,3296,33,7,64,299,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2017
1412,QB,Matt Ryan,ATL,32,9.0,16,16,342,529,4095,20,12,32,143,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2017
1413,RB,Todd Gurley,LAR,23,2.0,15,15,0,0,0,0,0,279,1305,13,64,788,6,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2017
1414,RB,Le'Veon Bell,PIT,25,4.0,15,15,0,0,0,0,0,321,1291,9,85,655,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2017
1415,RB,Alvin Kamara,NOR,22,,16,3,0,0,0,0,0,120,728,8,81,826,5,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2017
1416,RB,Kareem Hunt,KAN,22,,16,16,0,0,0,0,0,272,1327,8,53,455,3,0.0,0.0,0,FW: 1st Tm All-Conf.,2017
1417,WR,Antonio Brown,PIT,29,7.0,14,14,0,0,0,0,0,0,0,0,101,1533,9,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2017
1418,WR,DeAndre Hopkins,HOU,25,4.0,15,15,0,0,0,0,0,0,0,0,96,1378,13,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2017
1419,WR,Julio Jones,ATL,28,6.0,16,16,0,0,0,0,0,1,15,0,88,1444,3,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm",2017
1420,WR,Michael Thomas,NOR,24,1.0,16,14,0,0,0,0,0,0,0,0,104,1245,5,1.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2017
1421,WR,Adam Thielen,MIN,27,3.0,16,16,0,0,0,0,0,1,11,0,91,1276,4,0.0,0.0,0,AP: 2nd Tm,2017
1422,WR,Keenan Allen,LAC,25,4.0,16,15,0,0,0,0,0,2,9,0,102,1393,6,0.0,0.0,1,PFF: 2nd Tm,2017
1423,TE,Rob Gronkowski,NWE,28,7.0,14,14,0,0,0,0,0,0,0,0,69,1084,8,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2017
1424,TE,Travis Kelce,KAN,28,4.0,15,15,0,1,0,0,1,2,7,0,83,1038,8,0.0,0.0,0,"AP: 2nd Tm, SN: 1st Tm",2017
1425,TE,Zach Ertz,PHI,27,4.0,14,13,0,0,0,0,0,0,0,0,74,824,8,0.0,0.0,0,FW: 1st Tm All-Conf.,2017
1426,TE,Hunter Henry,LAC,23,1.0,14,13,0,0,0,0,0,0,0,0,45,579,4,0.0,0.0,0,PFF: 2nd Tm,2017
1427,T,David Bakhtiari,GNB,26,4.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 1st Tm",2017
1428,T,Joe Staley,SFO,33,10.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2017
1429,T,Trent Williams,WAS,29,7.0,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,2017
1430,T,Andrew Whitworth,LAR,36,11.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2017
1431,T,Lane Johnson,PHI,27,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2017
1432,T,Taylor Lewan,TEN,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2017
1433,T,Mitchell Schwartz,KAN,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2017
1434,T,Alejandro Villanueva,PIT,29,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2017
1435,G,Andrew Norwell,CAR,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 1st Tm, PFF: 1st Tm",2017
1436,G,Joel Bitonio,CLE,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2017
1437,G,Rodger Saffold,LAR,29,7.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2017
1438,G,David DeCastro,PIT,27,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2017
1439,G,Zack Martin,DAL,27,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2017
1440,G,Brandon Brooks,PHI,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2017
1441,G,Kelechi Osemele,OAK,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2017
1442,C,Jason Kelce,PHI,30,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2017
