,Pos,Player,Tm,Age,Yrs,G,GS,Cmp,PsAtt,PsYds,PsTD,PsInt,Att,RshYds,RshTD,Rec,RecYds,RecTD,Solo,Sk,Int,All-pro teams,Year
1138,G,Joel Bitonio,CLE,23,,16,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm",2014
1139,G,Zack Martin,DAL,24,,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2014
1140,G,Kyle Long,CHI,26,1.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2014
1141,C,Travis Frederick,DAL,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2014
1142,C,Nick Mangold,NYJ,30,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm",2014
1143,C,Maurkice Pouncey,PIT,25,4.0,16,16,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,AP: 1st Tm,2014
1144,G,T.J. Lang,GNB,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2014
1145,T,Lane Johnson,PHI,24,1.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2014
1146,T,Sebastian Vollmer,NWE,30,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,2014
1147,EDGE,J.J. Watt,HOU,25,3.0,16,16,0,0,0,0,0,0,0,0,3,4,3,59.0,20.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1148,EDGE,Mario Williams,BUF,29,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,36.0,14.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2014
1149,EDGE,Robert Quinn,STL,24,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,10.5,0,SN: 1st Tm,2014
1150,EDGE,Calais Campbell,ARI,28,6.0,14,14,0,0,0,0,0,0,0,0,0,0,0,48.0,7.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2014
1151,EDGE,Fletcher Cox,PHI,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,4.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2014
1152,EDGE,Cameron Wake,MIA,32,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,32.0,11.5,0,"AP: 2nd Tm, PFF: 2nd Tm",2014
1153,DT,Ndamukong Suh,DET,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,8.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2014
1154,DT,Marcell Dareus,BUF,24,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,36.0,10.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2014
1155,DT,Gerald McCoy,TAM,26,4.0,13,13,0,0,0,0,0,0,0,0,0,0,0,28.0,8.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2014
1156,DT,Aaron Donald,STL,23,,16,12,0,0,0,0,0,0,0,0,0,0,0,38.0,9.0,0,PFF: 1st Tm,2014
1157,DT,Sheldon Richardson,NYJ,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,42.0,8.0,0,PFF: 1st Tm,2014
1158,DT,Kyle Williams,BUF,31,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,30.0,5.5,1,FW: 1st Tm All-Conf.,2014
1159,DT,Muhammad Wilkerson,NYJ,25,3.0,13,13,0,0,0,0,0,0,0,0,0,0,0,31.0,6.0,0,PFF: 2nd Tm,2014
1160,DT,Johnathan Hankins,NYG,22,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,30.0,7.0,0,PFF: 2nd Tm,2014
1161,EDGE,Justin Houston,KAN,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,22.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1162,EDGE,Von Miller,DEN,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,14.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2014
1163,EDGE,Elvis Dumervil,BAL,30,8.0,16,2,0,0,0,0,0,0,0,0,0,0,0,28.0,17.0,0,AP: 1st Tm,2014
1164,EDGE,DeAndre Levy,DET,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,117.0,2.5,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2014
1165,EDGE,Connor Barwin,PHI,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,14.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2014
1166,LB,Bobby Wagner,SEA,24,2.0,11,11,0,0,0,0,0,0,0,0,0,0,0,67.0,2.0,0,AP: 1st Tm,2014
1167,LB,C.J. Mosley,BAL,22,,16,16,0,0,0,0,0,0,0,0,0,0,0,88.0,3.0,2,AP: 2nd Tm,2014
1168,LB,Lawrence Timmons,PIT,28,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,87.0,2.0,0,AP: 2nd Tm,2014
1169,LB,Luke Kuechly,CAR,23,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,99.0,3.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1170,LB,C.J. Mosley,DET,31,9.0,15,8,0,0,0,0,0,0,0,0,0,0,0,17.0,2.5,0,FW: 1st Tm All-Conf.,2014
1171,LB,Dont'a Hightower,NWE,24,2.0,12,12,0,0,0,0,0,0,0,0,0,0,0,51.0,6.0,0,PFF: 1st Tm,2014
1172,LB,Jamie Collins,NWE,25,1.0,15,15,0,0,0,0,0,0,0,0,0,0,0,74.0,4.0,2,PFF: 2nd Tm,2014
1173,CB,Darrelle Revis,NWE,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,0.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1174,CB,Richard Sherman,SEA,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,0.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2014
1175,CB,Chris Harris Jr.,DEN,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,1.0,3,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2014
1176,CB,Vontae Davis,IND,26,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,4,PFF: 1st Tm,2014
1177,CB,Desmond Trufant,ATL,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,3,FW: 1st Tm All-Conf.,2014
1178,CB,Brent Grimes,MIA,31,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,5,AP: 2nd Tm,2014
1179,CB,Orlando Scandrick,DAL,27,6.0,14,14,0,0,0,0,0,0,0,0,0,0,0,50.0,1.0,2,PFF: 2nd Tm,2014
1180,CB,Sean Smith,KAN,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,1,PFF: 2nd Tm,2014
1181,S,Eric Weddle,SDG,29,7.0,16,16,0,1,0,0,0,0,0,0,0,0,0,91.0,0.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1182,S,Earl Thomas,SEA,25,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0,0.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2014
1183,S,Harrison Smith,MIN,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0,3.0,5,PFF: 1st Tm,2014
1184,S,Glover Quin,DET,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,0.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2014
1185,S,Devin McCourty,NWE,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,2,FW: 1st Tm All-Conf.,2014
1186,S,Kam Chancellor,SEA,26,4.0,14,14,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,1,AP: 2nd Tm,2014
1187,LS,Jon Dorenbos,PHI,34,11.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,PFF: 1st Tm,2014
1188,K,Matt Bryant,ATL,39,12.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2014
1189,K,Stephen Gostkowski,NWE,30,8.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,AP: 2nd Tm,2014
1190,P,Pat McAfee,IND,27,5.0,16,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2014
1191,P,Johnny Hekker,STL,24,2.0,16,0,2,2,37,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2014
1192,P,Kevin Huber,CIN,29,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,2014
1193,RET,Darren Sproles,PHI,31,9.0,15,0,0,0,0,0,0,57,329,6,40,387,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2014
1194,RET,De'Anthony Thomas,KAN,21,,12,3,0,0,0,0,0,14,113,1,23,156,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2014
1195,RET,Adam Jones,CIN,31,9.0,16,3,0,0,0,0,0,0,0,0,0,0,0,51.0,0.0,3,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2014
1196,RET,Jacoby Jones,BAL,30,7.0,16,0,0,0,0,0,0,3,16,0,9,131,0,0.0,0.0,0,SN: 1st Tm,2014
1197,RET,Devin Hester,ATL,32,8.0,16,1,0,0,0,0,0,6,36,1,38,504,2,0.0,0.0,0,FW: 1st Tm All-Conf.,2014
1198,ST,Matthew Slater,NWE,29,6.0,16,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm, PFF: 1st Tm",2014
1199,ST,Justin Bethel,ARI,24,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm",2014
1200,ST,Emmanuel Acho,PHI,24,1.0,14,2,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0,PFF: 1st Tm,2014
1201,ST,Nick Bellore,NYJ,25,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0,PFF: 1st Tm,2014
1202,ST,Nat Berhe,NYG,23,,16,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0,PFF: 1st Tm,2014
1203,ST,Bryan Braman,PHI,27,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,PFF: 1st Tm,2014
1204,ST,Morgan Burnett,GNB,25,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,94.0,1.5,1,PFF: 1st Tm,2014
1205,ST,Trey Burton,PHI,23,,15,0,0,0,0,0,0,5,10,0,0,0,0,4.0,0.0,0,PFF: 1st Tm,2014
1206,ST,Marcus Easley,BUF,27,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,2014
1207,ST,Cory Harkey,STL,24,2.0,16,13,0,0,0,0,0,0,0,0,8,55,1,1.0,0.0,0,PFF: 1st Tm,2014
1208,ST,Andrew Jackson,IND,22,,13,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0,PFF: 1st Tm,2014
1209,ST,Steven Johnson,DEN,26,2.0,14,7,0,0,0,0,0,0,0,0,0,0,0,21.0,0.5,0,PFF: 1st Tm,2014
1210,ST,Devon Kennard,NYG,23,,12,6,0,0,0,0,0,0,0,0,0,0,0,36.0,4.5,0,PFF: 1st Tm,2014
1211,ST,Karl Klug,TEN,26,3.0,16,0,0,0,0,0,0,0,0,0,1,9,0,18.0,2.0,0,PFF: 1st Tm,2014
1212,ST,Danieal Manning,HOU,32,8.0,16,5,0,0,0,0,0,0,0,0,0,0,0,32.0,0.0,0,PFF: 1st Tm,2014
1213,ST,Josh Martin,KAN,23,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.5,0,PFF: 1st Tm,2014
1214,ST,Albert McClellan,BAL,28,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0,PFF: 1st Tm,2014
1215,ST,Kelcie McCray,KAN,26,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,PFF: 1st Tm,2014
1216,ST,Jordan Poyer,CLE,23,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0,PFF: 1st Tm,2014
1217,ST,Chase Reynolds,STL,27,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0,PFF: 1st Tm,2014
1218,ST,Adam Thielen,MIN,24,,16,2,0,0,0,0,0,0,0,0,8,137,1,8.0,0.0,0,PFF: 1st Tm,2014
1219,ST,Michael Thomas,MIA,24,1.0,8,2,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0,PFF: 1st Tm,2014
1220,ST,Jason Williams,2TM,28,5.0,14,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,PFF: 1st Tm,2014
1221,ST,Tourek Williams,SDG,23,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0,PFF: 1st Tm,2014
1222,K,Adam Vinatieri,IND,42,18.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2014
1223,K,Dan Bailey,DAL,26,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,FW: 1st Tm All-Conf.,2014
1224,QB,Cam Newton,CAR,26,4.0,16,16,296,495,3837,35,10,132,636,10,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2015
1225,QB,Carson Palmer,ARI,36,11.0,16,16,342,537,4671,35,11,25,24,1,0,0,0,0.0,0.0,0,"PFF: 1st Tm, AP: 2nd Tm",2015
1226,QB,Tom Brady,NWE,38,15.0,16,16,402,624,4770,36,7,34,53,3,1,36,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2015
1227,RB,Doug Martin,TAM,26,3.0,16,16,0,0,0,0,0,288,1402,6,33,271,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1228,RB,Adrian Peterson,MIN,30,8.0,16,16,0,0,0,0,0,327,1485,11,30,222,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2015
1229,RB,Latavius Murray,OAK,25,1.0,16,16,0,0,0,0,0,266,1066,6,41,232,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2015
1230,RB,Chris Ivory,NYJ,27,5.0,15,14,0,0,0,0,0,247,1070,7,30,217,1,0.0,0.0,0,FW: 1st Tm All-Conf.,2015
1231,RB,Devonta Freeman,ATL,23,1.0,15,13,0,0,0,0,0,265,1056,11,73,578,3,0.0,0.0,0,AP: 2nd Tm,2015
1232,RB,Todd Gurley,STL,21,,13,12,0,0,0,0,0,229,1106,10,21,188,0,0.0,0.0,0,AP: 2nd Tm,2015
1233,RB,Jonathan Stewart,CAR,28,7.0,13,13,0,0,0,0,0,242,989,6,16,99,1,0.0,0.0,0,PFF: 2nd Tm,2015
1234,FB,Patrick DiMarco,ATL,26,3.0,16,8,0,0,0,0,0,1,0,0,13,110,2,4.0,0.0,0,"PFF: 1st Tm, AP: 2nd Tm",2015
1235,FB,Mike Tolbert,CAR,30,7.0,16,3,0,0,0,0,0,62,256,1,18,154,3,1.0,0.0,0,AP: 1st Tm,2015
1236,WR,Antonio Brown,PIT,27,5.0,16,16,0,0,0,0,0,3,28,0,136,1834,10,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1237,WR,Julio Jones,ATL,26,4.0,16,16,0,0,0,0,0,0,0,0,136,1871,8,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1238,WR,Larry Fitzgerald,ARI,32,11.0,16,16,0,0,0,0,0,0,0,0,109,1215,9,0.0,0.0,0,PFF: 1st Tm,2015
1239,WR,DeAndre Hopkins,HOU,23,2.0,16,16,0,0,0,0,0,0,0,0,111,1521,11,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2015
1240,WR,Odell Beckham Jr.,NYG,23,1.0,15,15,0,0,0,0,0,1,3,0,96,1450,13,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1241,WR,Brandon Marshall,NYJ,31,9.0,16,16,0,0,0,0,0,0,0,0,109,1502,14,0.0,0.0,0,AP: 2nd Tm,2015
1242,WR,Doug Baldwin,SEA,27,4.0,16,16,0,0,0,0,0,0,0,0,78,1069,14,0.0,0.0,0,PFF: 2nd Tm,2015
1243,WR,A.J. Green,CIN,27,4.0,16,16,0,0,0,0,0,0,0,0,86,1297,10,0.0,0.0,0,PFF: 2nd Tm,2015
1244,TE,Rob Gronkowski,NWE,26,5.0,15,15,0,0,0,0,0,0,0,0,72,1176,11,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1245,TE,Greg Olsen,CAR,30,8.0,16,16,0,0,0,0,0,0,0,0,77,1104,7,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1246,TE,Delanie Walker,TEN,31,9.0,15,10,0,0,0,0,0,1,36,0,94,1088,6,0.0,0.0,0,PFF: 2nd Tm,2015
1247,T,Joe Thomas,CLE,31,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1248,T,Tyron Smith,DAL,25,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2015
1249,T,Andrew Whitworth,CIN,34,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2015
1250,T,Trent Williams,WAS,27,5.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1251,G,Richie Incognito,BUF,32,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2015
1252,G,Marshal Yanda,BAL,31,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1253,G,Zack Martin,DAL,25,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2015
1254,G,David DeCastro,PIT,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2015
1255,G,Josh Sitton,GNB,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2015
1256,G,Mike Iupati,ARI,28,5.0,13,13,0,0,0,0,0,0,0,0,1,10,0,0.0,0.0,0,AP: 2nd Tm,2015
1257,C,Ryan Kalil,CAR,30,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2015
1258,C,Travis Frederick,DAL,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 1st Tm",2015
1259,C,Rodney Hudson,OAK,26,4.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2015
1260,C,Alex Mack,CLE,30,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2015
1261,C,Joe Berger,MIN,33,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2015
1262,T,Ryan Schraeder,ATL,27,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2015
1263,T,Mitchell Schwartz,CLE,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2015
1264,EDGE,Khalil Mack,OAK,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,15.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1265,EDGE,J.J. Watt,HOU,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,17.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1266,EDGE,Olivier Vernon,MIA,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,7.5,0,PFF: 1st Tm,2015
1267,EDGE,Ezekiel Ansah,DET,26,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,14.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1268,EDGE,Michael Bennett,SEA,30,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,10.0,0,FW: 1st Tm All-Conf.,2015
1269,EDGE,Muhammad Wilkerson,NYJ,26,4.0,16,15,0,0,0,0,0,0,0,0,0,0,0,39.0,12.0,0,AP: 2nd Tm,2015
1270,EDGE,Cameron Jordan,NOR,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,32.0,10.0,0,PFF: 2nd Tm,2015
1271,DT,Aaron Donald,STL,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,11.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1272,DT,Geno Atkins,CIN,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,31.0,11.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2015
1273,DT,Ndamukong Suh,MIA,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,6.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2015
1274,DT,Kawann Short,CAR,26,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,36.0,11.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
1275,DT,Fletcher Cox,PHI,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,50.0,9.5,0,AP: 2nd Tm,2015
1276,DT,Linval Joseph,MIN,27,5.0,12,12,0,0,0,0,0,0,0,0,0,0,0,42.0,0.5,0,PFF: 1st Tm,2015
1277,DT,Damon Harrison,NYJ,27,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,0.5,0,PFF: 2nd Tm,2015
1278,EDGE,Von Miller,DEN,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,30.0,11.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2015
1279,EDGE,Thomas Davis,CAR,32,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,75.0,5.5,4,"FW: 1st Tm All-Conf., AP: 1st Tm",2015
1280,EDGE,Justin Houston,KAN,26,4.0,11,11,0,0,0,0,0,0,0,0,0,0,0,25.0,7.5,2,SN: 1st Tm,2015
1281,EDGE,Lavonte David,TAM,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,85.0,3.0,3,FW: 1st Tm All-Conf.,2015
1282,EDGE,Jamie Collins,NWE,26,2.0,12,12,0,0,0,0,0,0,0,0,0,0,0,51.0,5.5,1,AP: 2nd Tm,2015
1283,LB,NaVorro Bowman,SFO,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,116.0,2.5,0,AP: 1st Tm,2015
1284,LB,Bobby Wagner,SEA,25,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,67.0,0.5,0,AP: 2nd Tm,2015
1285,LB,Luke Kuechly,CAR,24,3.0,13,13,0,0,0,0,0,0,0,0,0,0,0,76.0,1.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1286,LB,Derrick Johnson,KAN,33,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,95.0,4.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2015
1287,LB,Anthony Barr,MIN,23,1.0,14,14,0,0,0,0,0,0,0,0,0,0,0,54.0,3.5,1,PFF: 1st Tm,2015
1288,LB,K.J. Wright,SEA,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0,1.0,0,PFF: 2nd Tm,2015
1289,CB,Patrick Peterson,ARI,25,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2015
1290,CB,Josh Norman,CAR,28,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2015
1291,CB,Richard Sherman,SEA,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,2,"AP: 2nd Tm, PFF: 1st Tm",2015
1292,CB,Chris Harris Jr.,DEN,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,49.0,0.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2015
1293,CB,Marcus Peters,KAN,22,,16,16,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,8,"FW: 1st Tm All-Conf., AP: 2nd Tm",2015
